2022-11-30 20:15:48 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-11-30 20:15:48 0 [Note] InnoDB: Uses event mutexes
2022-11-30 20:15:48 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-11-30 20:15:48 0 [Note] InnoDB: Number of pools: 1
2022-11-30 20:15:48 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 444273
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 453949
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=47, page number=3] with future log sequence number 454205
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 453949
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=235] with future log sequence number 453536
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 453701
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 453536
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=234] with future log sequence number 452421
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 453556
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=375] with future log sequence number 452421
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=232] with future log sequence number 451974
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=373] with future log sequence number 451974
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 451930
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 451930
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=230] with future log sequence number 451886
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=238] with future log sequence number 455204
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=11] with future log sequence number 458938
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=249] with future log sequence number 459295
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=370] with future log sequence number 459295
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=241] with future log sequence number 459235
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=415] with future log sequence number 459235
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=240] with future log sequence number 459191
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=251] with future log sequence number 459570
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=16, page number=3] with future log sequence number 459590
2022-11-30 20:15:48 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=383] with future log sequence number 459570
2022-11-30 20:15:48 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 328971 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 458938 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 423196 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 423196 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 429504 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:48 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 429504 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 429543 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 429543 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 429598 is in the future! Current system log sequence number 300306.
2022-11-30 20:15:49 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
